id,condition,AvgVelcoity,MaxVelocity,AvgAccel,MaxAccel,AvgArea,COGZ,PathLengthDifference,RangeX,RangeY,RangeZ,TimeElapsed,NrPks,ManipLinear,ManipCombined,NormRange
P10,A,1.72569541003064,9.56179154663768,25.0042530031105,462.224274896846,0.217041829868203,0.336497013626751,0.182147268599214,0.354002331731885,0.058734937536227,0.344930973124454,4.11433720588684,77,0.141509129465545,0.0511756743939017,0.497739711073548
P10,B,0.397011602860611,2.13748744044896,6.45197489888535,63.0635332351457,0.230778961107247,0.361497615129358,0.0902152983446676,0.251955747125737,0.0401995696287112,0.37673406522659,5.72486567497253,96,0.158854529424892,0.054600081676435,0.455001384404679
P10,C,0.554260270596792,2.11436951694384,7.58753987634084,62.8153851480271,0.205004275876275,0.349421720509028,0.0109175766764127,0.290644624282619,0.0586607467084072,0.296883546994575,3.46165680885315,63,0.144892784952599,0.053376061175963,0.419589348416821
P10,D,0.714325895361449,3.74631355472365,9.65246613408704,59.0929985912716,0.237913675616239,0.363064930202159,0.353514805192027,0.368711065019042,0.176214019712529,0.359520045078301,6.3855299949646,107,0.135579061100673,0.0463476748851527,0.544292102665312
P10,E,1.57900402137938,9.56702105299036,15.8579918063497,127.025890596898,0.28018067595025,0.396404341319125,1.86589967420655,0.4096764059968,0.623405998861981,0.769628582215156,12.0568971633911,224,0.107408278524328,0.0332134753395322,1.0718199249921
P10,F,1.05935184972164,3.78280148365903,13.9747014205203,125.458769350444,0.275510609131965,0.373214872284454,0.452068564638454,0.354753972995627,0.155602701907273,0.463055010369174,7.27177619934082,135,0.106582822412005,0.0326593958335287,0.603723881277709
P10,G,0.490270597808423,2.66310602714712,7.19741631128003,65.5742511014207,0.221832462281411,0.351767219301057,0.167307802946961,0.315160235798999,0.0954842035716203,0.334354096501485,7.12888097763062,121,0.142790390650595,0.0584101405072784,0.469292946045337
P10,H,1.01809676475803,4.77676918875268,12.6020882077465,63.5574805476171,0.201733599287444,0.312945591158406,0.24745368619649,0.312910781483587,0.0394847758138668,0.298785699470982,4.29266548156738,73,0.133789427934162,0.0703075325853399,0.434448039353505
P11,A,1.14236843299754,3.05994788435934,14.0299227617182,64.5751243208225,0.173190256221474,0.303042797382691,0.10174510286386,0.359427493329799,0.102679332940336,0.338392583592207,2.70713472366333,53,0.117101468411544,0.0612748827172834,0.504222876320208
P11,B,0.548451646439463,2.12264118711917,7.9603088336325,62.3188920495366,0.157635848115624,0.289295363402097,0.0539905301680527,0.282034037754654,0.0440576910307144,0.378093870907274,3.68517422676086,63,0.127201420026223,0.0656503127798739,0.473750201908979
P11,C,0.735507436075911,2.65350602386191,10.3997645736442,62.913459334267,0.200106277018245,0.336220715743696,0.0206150110935574,0.298721018533197,0.0526045823961482,0.29512888084716,3.25164771080017,64,0.131028795303806,0.0663492684944295,0.423205086586493
P11,D,1.60918973071545,5.89350251521196,16.7464445237495,99.8832429991209,0.149552936783511,0.28048487172907,0.482593140043272,0.328439352814343,0.204887625428397,0.390729039341716,6.67641544342041,122,0.127686420264826,0.0680063224729035,0.550018663061256
P11,E,0.370562454823804,1.42192573262805,2.53456745962191,60.7326014651325,0.161983702859641,0.285588528801188,0.144315801909695,0.334236097739861,0.0541212212385145,0.37509256682131,2.82312989234924,56,0.119409701114726,0.068246668782715,0.505309122523349
P11,F,0.376631960244896,2.67651289328511,5.05923338187412,64.0572933481016,0.140674639688886,0.239888662500303,0.122480538481472,0.107495483151136,0.0438810015538985,0.0643437433540445,5.51510524749756,97,0.125173171301929,0.088773275312986,0.132743883113613
P11,G,0.715496316403672,2.92253322069863,10.4851553327022,64.0899450029777,0.159675200293027,0.298314430376132,0.118756745609438,0.294244056498822,0.027298197640638,0.375697519631291,4.26195979118347,71,0.124866431266979,0.0656048568555723,0.47798889384212
P11,H,1.50753528487619,9.65553395272956,25.5110973260773,487.885371739313,0.157611207627866,0.291250065552576,0.192587726513515,0.316733736976831,0.114033017393516,0.349340724859878,2.58986449241638,52,0.114692475227321,0.0682941952566603,0.485141970190998
P12,A,2.51498784396926,9.81050723036183,30.4179200152691,482.851625988822,0.228041119020683,0.385915577103533,1.04754959915955,0.363361291294059,0.211743535801782,0.534950345194225,4.97573232650757,87,0.117557699021684,0.0483810743151143,0.680469415027705
P12,B,1.2069379420124,4.90076703494252,13.4340145237077,84.4667433240074,0.209268260436767,0.350769299558433,0.584043411112135,0.343052517002041,0.218909336076278,0.322186312042398,6.92685770988464,128,0.125730559731231,0.0588011806708962,0.519047537813516
