"id","condition","AvgVelcoity","RangeX","TimeElapsed","ManipLinear","NormRange"
"P10","A",1.72569541003064,0.354002331731885,4.11433720588684,0.141509129465545,0.497739711073548
"P10","B",0.397011602860611,0.251955747125737,5.72486567497253,0.158854529424892,0.455001384404679
"P10","C",0.554260270596792,0.290644624282619,3.46165680885315,0.144892784952599,0.419589348416821
"P10","D",0.714325895361449,0.368711065019042,6.3855299949646,0.135579061100673,0.544292102665312
"P10","E",1.57900402137938,0.4096764059968,12.0568971633911,0.107408278524328,1.0718199249921
"P10","F",1.05935184972164,0.354753972995627,7.27177619934082,0.106582822412005,0.603723881277709
"P10","G",0.490270597808423,0.315160235798999,7.12888097763062,0.142790390650595,0.469292946045337
"P10","H",1.01809676475803,0.312910781483587,4.29266548156738,0.133789427934162,0.434448039353505
"P11","A",1.14236843299754,0.359427493329799,2.70713472366333,0.117101468411544,0.504222876320208
"P11","B",0.548451646439463,0.282034037754654,3.68517422676086,0.127201420026223,0.473750201908979
"P11","C",0.735507436075911,0.298721018533197,3.25164771080017,0.131028795303806,0.423205086586493
"P11","D",1.60918973071545,0.328439352814343,6.67641544342041,0.127686420264826,0.550018663061256
"P11","E",0.370562454823804,0.334236097739861,2.82312989234924,0.119409701114726,0.505309122523349
"P11","F",0.376631960244896,0.107495483151136,5.51510524749756,0.125173171301929,0.132743883113613
"P11","G",0.715496316403672,0.294244056498822,4.26195979118347,0.124866431266979,0.47798889384212
"P11","H",1.50753528487619,0.316733736976831,2.58986449241638,0.114692475227321,0.485141970190998
"P12","A",2.51498784396926,0.363361291294059,4.97573232650757,0.117557699021684,0.680469415027705
"P12","B",1.2069379420124,0.343052517002041,6.92685770988464,0.125730559731231,0.519047537813516
"P12","C",1.73584386617866,0.0654271139772238,2.5637047290802,0.110035520047198,0.314204542314816
"P12","D",1.65408710348199,0.510292268924037,10.0530364513397,0.139862537556597,1.16160507079864
"P12","E",3.13983380448541,0.405170746843447,11.7067551612854,0.114221134847186,0.838787036292944
"P12","F",0.763306630342068,0.395502420068909,9.71240568161011,0.112877885917218,0.703191946507608
"P12","G",1.15921708336776,0.316644944315683,8.24378538131714,0.122783096009715,0.658867621697824
"P12","H",1.6557017344781,0.354484867069945,3.84528136253357,0.116589308626753,0.676179813074461
"P13","A",3.17355382575512,0.313602314183532,2.45531105995178,0.146471716919167,0.490729840758237
"P13","B",1.00696753778652,0.262753760183256,5.20700597763062,0.154572840935438,0.455894561524332
"P13","C",4.30529046896332,0.282513625939451,2.42051935195923,0.133839334649017,0.445120059531645
"P13","D",3.15306683258752,0.259317640465235,4.9571897983551,0.122099188914942,0.485229069698931
"P13","E",2.40982467501032,0.279994576503336,2.5642306804657,0.125015800309534,0.450807480600348
"P13","F",2.26094051334196,0.300694083213592,5.32924675941467,0.108830899037593,0.48775059138218
"P13","G",2.43602965343838,0.296633446783233,3.12167525291443,0.122522436664896,0.445314615484278
"P13","H",2.09126472495352,0.278821200541541,2.63719630241394,0.12880534721081,0.468765508200483
"P14","A",1.66856702126937,0.311501542003449,4.75199413299561,0.108362644091241,0.599071778297726
"P14","B",0.113996128645626,0.205537490976274,2.94167447090149,0.131956568648593,0.311877136488256
"P14","C",0.451829861264744,0.268139968322904,3.16923999786377,0.121834555534344,0.412675370240801
"P14","D",0.740966425063022,0.289488793035869,3.99730920791626,0.125550133132327,0.473502907345518
"P14","E",2.7376261175176,0.330510100838561,5.8752281665802,0.112266371521033,0.533177968737785
"P14","F",0.469534439593386,0.301816122614986,2.72667360305786,0.12883876854796,0.390086287034741
"P14","G",0.457781428482237,0.312080574317094,5.22618269920349,0.119245926320668,0.454364348994165
"P14","H",2.96021761621062,0.34000174071776,2.65134596824646,0.117415412491672,0.488762406968675
"P15","A",4.5432654600715,0.193452476602005,1.05749440193176,0.12402819601462,0.383880654143257
"P15","B",3.33026166195458,0.302385401795528,2.82086563110352,0.130856178983162,0.458470319140601
"P15","C",0.669326897704099,0.309869201370847,3.45341157913208,0.147694596427396,0.453153188021297
"P15","D",3.81893046716494,0.291519033701848,5.11633253097534,0.16155198888049,0.495279000634081
"P15","E",2.52180844962803,0.328628253862104,7.05547118186951,0.121157842293957,0.537366123813872
"P15","F",1.08032572790029,0.280056889750601,3.75100636482239,0.119083114007911,0.372098400198841
"P15","G",2.60979141817559,0.279137324457499,4.1276433467865,0.134963007999799,0.449835717132077
"P16","A",0.920209339946069,0.386471397194174,1.52913331985474,0.114478204929686,0.506401342710824
"P16","B",0.82710319914566,0.277378865271857,5.34130549430847,0.144863756991215,0.398775641200284
"P16","C",2.70317192950678,0.273666927018909,1.62590622901917,0.143636921558588,0.488795868623872
"P16","D",0.239925497617936,0.322480753757245,6.70830988883972,0.11953219365446,0.500659906963184
"P16","E",1.48010976513034,0.324738256953402,4.29016423225403,0.124382860240545,0.952236859495269
"P16","F",0.722818575650799,0.32181177520357,3.69726824760437,0.117079675882664,0.455472631619525
"P16","G",0.237010098422293,0.344174519451994,3.45595455169678,0.117278775604965,0.461409270659312
"P16","H",1.05301298536763,0.243607864277924,1.19174385070801,0.124667251157982,0.392927867606358
"P17","A",0.280254117212252,0.398454335489429,4.31671738624573,0.0863236695011577,0.539784172764596
"P17","B",0.211470202375826,0.305955943979023,4.59677648544312,0.123088418495019,0.354781515540305
"P17","C",0.389824707745436,0.380625950722942,4.65563654899597,0.120910408211082,0.517847751198267
"P17","D",0.136973653069017,0.142255190541839,4.12500691413879,0.121153690400061,0.479828533170756
"P17","E",0.66200094376261,0.418751025223891,3.8850154876709,0.0711863389463915,0.854882308695951
"P17","F",0.501277699314667,0.378626979541193,10.9981710910797,0.0792925727617024,0.818207624319137
"P17","G",0.19070668276246,0.374643488949342,4.58496570587158,0.121398606626688,0.559100446920848
"P17","H",0.466553668552213,0.374986274172939,2.49128270149231,0.119035670089218,0.540829592605603
"P18","A",0.386823751978134,0.3649051107511,3.16126728057861,0.108869433675321,0.497743647489584
"P18","B",0.228417700150527,0.278210816901716,4.36617422103882,0.146528851283365,0.408828695947966
"P18","C",0.307381860111609,0.270705378254653,2.67281651496887,0.156453548902531,0.425697343001542
"P18","D",1.17882433580375,0.362127539537446,9.16508388519287,0.157221763258604,0.802492022824486
"P18","E",1.30313376036059,0.31097858869619,9.02042436599731,0.154442090032696,0.546045138701157
"P18","F",0.270680379873347,0.306028702793931,5.57891893386841,0.154069469230734,0.449043336286752
"P18","G",0.188681146207088,0.220473370613287,4.86374711990356,0.11507211917433,0.449189738721826
"P18","H",1.21062769439531,0.289036297536767,4.08213663101196,0.156765861673843,0.427075951662458
"P19","A",0.493111161119511,0.276738775525989,1.1957859992981,0.129099594272162,0.295983694268473
"P19","B",0.031288766999818,0.21287118839075,8.85267543792725,0.13783080347946,0.292379697657146
"P19","C",1.18219274316905,0.31066674691307,3.72215700149536,0.142713167018758,0.477953537263865
"P19","D",2.57909265868167,0.363903993131741,10.7771389484406,0.129494168775691,0.822777163647303
"P19","E",0.711224576975919,0.390710217873902,8.96257543563843,0.121350347370986,0.888466044267592
"P19","F",0.958610738947295,0.337745497495015,10.4374349117279,0.0947166725806281,0.479570011548962
"P19","G",0.10894885488491,0.278557600503729,12.9992027282715,0.117888232242413,0.367392269652945
"P19","H",3.51987740858893,0.295157318989148,2.91411066055298,0.118866957876303,0.439049139320433
"P20","A",2.72554476662627,0.301590838335933,1.02811789512634,0.125368058718166,0.456126383280588
"P20","B",1.10493913992533,0.338840280373286,6.77516531944275,0.151830546717348,0.47398906974525
"P20","C",2.24323299612566,0.346155223993768,3.84725046157837,0.113626996890471,0.521916473450656
"P20","D",1.91491522684213,0.374983571995932,5.24002027511597,0.137474965131987,0.674727215090872
"P20","E",1.68904473276521,0.302842147123045,7.16435599327087,0.118768287077664,0.697302726532876
"P20","F",1.31279797958971,0.257175142793473,5.76560211181641,0.112494762973722,0.460279212367145
"P20","G",0.634200639286843,0.298878801417004,5.24455332756042,0.130722789043835,0.435106316833072
"P20","H",1.81761125570564,0.312042123482776,2.3679621219635,0.148181683644253,0.444552006710948
"P21","D",0.345205410225205,0.313341425833821,10.8935496807098,0.133395781328586,0.467570302650534
"P21","E",0.250292270127451,0.17341559192162,5.87276697158813,0.128719081799517,0.264245263271799
"P21","F",0.0734324114307874,0.291918858030205,6.46782493591309,0.131222704247942,0.421564190857949
"P21","H",0.120185438097575,0.303850072221482,4.44157981872559,0.128051977589762,0.427552676026361
"P22","A",1.53478415891934,0.300185552813597,3.22260713577271,0.133394408803385,0.518107780911576
"P22","B",0.310787426538818,0.24724308205724,2.40098261833191,0.126606513340942,0.315801562161385
"P22","C",0.592618326991217,0.305221053331043,2.16619205474854,0.131806864938571,0.455574598877419
"P22","D",2.51097502177807,0.302131183325892,4.35939717292786,0.141542968983639,0.643808266635142
"P22","E",0.602975886168632,0.32415169541498,3.39524221420288,0.125720190757515,0.590875230545876
"P22","F",1.05380361667939,0.298865976183335,2.86213374137878,0.129413398688908,0.428864826707232
"P22","G",0.781860203342646,0.373081261275666,5.53815960884094,0.109168100460906,0.540491648504773
"P22","H",0.87649189241037,0.419179537307108,3.38385891914368,0.108625862125018,0.570914804172765
"P23","A",0.289976667573599,0.34769517925099,4.56520318984985,0.112334047424654,0.510237465970073
"P23","B",0.241953582682499,0.255899778982362,5.41348505020142,0.120709956310725,0.355068342943076
"P23","C",0.355933432590103,0.268064083585176,4.86884498596191,0.120247604545343,0.464700387262977
"P23","D",0.47313093005147,0.329153796278489,11.1020605564117,0.109910144966701,0.539574676454162
"P23","E",0.441921588162106,0.322165809507927,9.93553709983826,0.116327459201038,0.61514758710094
"P23","F",0.148513673059485,0.275111088575926,7.87513709068298,0.112803388785759,0.460672846778299
"P23","G",0.25838474451041,0.272307790079465,8.38560748100281,0.116929852621496,0.470498766120768
"P23","H",0.597562302214594,0.255164013101688,3.08002281188965,0.122835280773661,0.453705286398037
"P24","A",1.90667521632285,0.371031852422347,6.36425995826721,0.120909835804159,0.50078944256392
"P24","B",2.31977068317347,0.262092564969673,3.89469289779663,0.157453135792501,0.402521379430273
"P24","D",3.31630692391443,0.413190200020692,5.10666012763977,0.123293457122585,0.71559549394934
"P24","E",2.96330087307633,0.524578324823769,9.47305583953857,0.12530162253547,1.04269237196394
"P24","F",1.81100601278403,0.317845344389991,6.2713680267334,0.107216150840406,0.48248766725829
"P24","G",1.54635275455426,0.296506185840295,4.1970374584198,0.119494056192207,0.436821397868127
"P24","H",1.95225741723654,0.399786779356395,7.30900859832764,0.132270401007091,0.671805531315389
"P25","A",0.901757140414665,0.387645559252501,2.03174805641174,0.124779679864493,0.505832996034384
"P25","B",1.04144235424971,0.294459239585463,5.32808327674866,0.154844319363014,0.483152384884376
"P25","C",0.403570685356516,0.293095697185479,2.4760148525238,0.126859154838396,0.453099413311334
"P25","D",1.74800623291428,0.264949388548526,2.87926340103149,0.152124267484073,0.441972436057574
"P25","E",2.96314820076747,0.313654721987698,4.322594165802,0.150403553619568,0.481734151602475
"P25","F",0.863849015234652,0.271222291857352,4.22717428207397,0.121879909905484,0.432470684390555
"P25","G",0.459841581787094,0.297672842984815,5.7599925994873,0.154906677045758,0.455574036474244
"P25","H",1.50126573927134,0.316084234626201,3.4652693271637,0.153053343218173,0.466262127185091
"P26","A",1.14737756650471,0.3595107437133,5.87306952476501,0.132556784355798,0.543529498694485
"P26","B",0.227673413943385,0.270708800872183,8.86860942840576,0.12597474193411,0.374068149175975
"P26","C",0.886190042156545,0.34782849235992,3.59678649902344,0.135018080761291,0.478199909401758
"P26","D",1.88690438051669,0.466454014472588,29.2013108730316,0.127820318512429,0.796223708805269
"P26","E",1.53912441648228,0.350703045537603,13.3111751079559,0.130624672948279,0.594956778460308
"P26","F",0.170132012228006,0.385143217254768,13.6727414131165,0.11421412342494,0.546284304311736
"P26","G",0.368019465582483,0.360977614014842,6.88572955131531,0.116551318896416,0.488064887991748
"P26","H",1.90910895457409,0.397202692956612,2.95771932601929,0.112829896258497,0.567172161764003
"P27","A",1.32327648961879,0.379151328097343,6.46208500862122,0.115285812503821,0.558667920031012
"P27","B",0.145614032027573,0.29005843136141,6.28866410255432,0.138175574910303,0.413155347443631
"P27","C",1.46437445613939,0.293302051535659,4.35474634170532,0.139306391283117,0.434566725449005
"P27","D",1.30144022353312,0.365675598649097,11.7003197669983,0.131759717415837,0.82825856722909
"P27","E",3.18034677780689,0.319168915762465,9.44798374176025,0.139786850513978,0.985553913044173
"P27","F",1.53082997530757,0.302682032300939,10.3967938423157,0.143808920432892,0.719333365131314
"P27","G",0.268291791314877,0.277226441580391,8.58279824256897,0.153060076268631,0.459940015561441
"P27","H",3.34215458611752,0.290100888640378,5.77168893814087,0.158923486611527,0.650503258246649
"P28","A",2.64485774358066,0.337301664780091,3.36145782470703,0.142757776318058,0.473714547499033
"P28","B",0.528248420475287,0.377374373066631,4.64521908760071,0.122347009274916,0.478379001614524
"P28","C",0.541724089744921,0.269178908281041,3.30766940116882,0.15235607530197,0.426947973005239
"P28","D",2.26998676162913,0.438642079131387,4.52082872390747,0.113947903718046,0.544647986932343
"P28","E",0.818199473248771,0.365056581445862,9.85905051231384,0.147646714560295,0.728398945705407
"P28","F",1.78862487962211,0.320048862025199,6.66069793701172,0.131699799002365,0.617693355409386
"P28","G",0.257017786876363,0.327642817836366,5.47545289993286,0.150567664040944,0.461464372497905
"P28","H",1.77233413002208,0.323087907044842,2.97278881072998,0.152972472749833,0.48459672064357
"P29","A",0.839507804843504,0.373424621478355,6.07914566993713,0.0966047566266515,0.574273940032072
"P29","B",0.299212787500568,0.328887157587114,8.84319424629211,0.11248071281071,0.505871669106418
"P29","C",0.439362357631525,0.268382828564323,6.42568349838257,0.120598433321752,0.454666035601247
"P29","D",0.654087939024551,0.275764054965209,12.7464213371277,0.113567731305778,0.522408528569418
"P29","E",0.313350009932774,0.365921664411372,13.7340707778931,0.135420156936885,0.529920954880131
"P29","F",0.524567233647587,0.507715590364049,15.7179610729218,0.120493591011472,0.599144858135629
"P29","G",0.157331445932285,0.264279032709933,11.4420709609985,0.117268035860202,0.456651933868575
"P29","H",0.63813308257466,0.303445795106187,4.16917538642883,0.113226362684187,0.477319852042358
"P30","A",1.11452696544278,0.375392798117017,4.31601452827454,0.10528343701276,0.529958674940412
"P30","B",0.819386653284113,0.277574352353385,5.66017127037048,0.125003525343668,0.465113721366311
"P30","C",0.788782686851804,0.30628476554885,3.79166173934937,0.122393118869544,0.476694759259861
"P30","D",1.288846800456,0.350299633037904,10.4644598960876,0.114952906574535,0.520646810935326
"P30","E",2.6153394068626,0.333459820040402,8.42169952392578,0.121805466908177,0.556879410829934
"P30","F",0.793091360782574,0.287664637832793,4.74718117713928,0.11426597999795,0.472101973164354
"P30","G",0.335308495742821,0.345140822710139,6.74969744682312,0.122615407964821,0.376281180010077
"P30","H",0.69966856582015,0.339138814001432,3.40033006668091,0.116744438948978,0.497858004979657
"P31","A",0.429126419030373,0.382749708278015,5.04512071609497,0.106231657670408,0.503446117571511
"P31","B",0.135117487685128,0.310753017740656,14.8681945800781,0.129678210579714,0.520293071574382
"P31","C",0.234743747940967,0.320034622953117,3.96105122566223,0.123508836107206,0.441387077540667
"P31","D",0.205655875843854,0.282081754844734,19.4751992225647,0.131431276176241,0.546663577745718
"P31","E",0.64744059057349,0.388405350490622,17.2864484786987,0.126760717221997,1.11431740796956
"P31","F",0.0896172511859258,0.312407454823021,26.5081214904785,0.116538021421996,0.436394362036244
"P31","G",0.233042147084799,0.401827624587486,15.0133514404297,0.123786819451619,0.834638878013057
"P31","H",0.462229610153931,0.450501522162467,12.0092782974243,0.118184208108362,0.846486570387384
"P3","C",0.288302019644279,0.31407839790962,3.33208417892456,0.121525945529756,0.46844940150892
"P3","D",2.51602614232311,0.368931880380769,5.22201609611511,0.126508687259699,1.00274342395492
"P3","E",2.40113849615535,0.39062254791902,7.70599555969238,0.107569548261593,1.13145824574903
"P3","F",0.873457050943255,0.240956411538774,5.03436923027039,0.125373682988641,0.407413604742439
"P3","G",0.467674397053916,0.519861928134737,8.87066721916199,0.12111741404885,0.814796823601958
"P4","A",1.32004079497361,0.287379776013978,1.55143642425537,0.118317311246299,0.471251855683286
"P4","B",0.297860089608984,0.29297650171474,10.8976874351501,0.125719134699088,0.479973487620096
"P4","C",0.289867237957936,0.254219531840037,3.84936475753784,0.131335543108842,0.350609146950253
"P4","D",0.356016092248921,0.268366729172054,2.52573609352112,0.127384200597278,0.321092764460196
"P4","E",0.389737919219182,0.291256235959895,8.02063369750977,0.124644456158086,0.566447396241765
"P4","F",0.707306843310858,0.27184254360003,10.189183473587,0.137035349877586,0.461498075629936
"P4","G",1.21699696974267,0.413154036279373,10.3579776287079,0.100507092891902,0.685206142689791
"P4","H",1.52318788703983,0.233883316129749,5.18379878997803,0.135974252061423,0.569196351397815
"P5","A",0.404591111336205,0.265106309141208,2.12511229515076,0.125143531898238,0.462624616597243
"P5","B",0.20883050265463,0.306507899772421,3.58790993690491,0.127402891352256,0.430684833451171
"P5","C",0.195393179353763,0.273082004068507,2.76352572441101,0.129917039536392,0.429493827899082
"P5","D",1.57405885529705,0.350206692104059,3.36115884780884,0.10449745756418,0.525033020758783
"P5","E",0.399441365424387,0.322622402196125,8.19867563247681,0.109398718077641,0.801920708128097
"P5","F",0.342087570034107,0.289355040365274,3.8364884853363,0.127381796251393,0.586039581353071
"P5","G",0.194796296269504,0.281705892843354,3.63529801368713,0.130777770620357,0.417054137878837
"P5","H",1.00034409605659,0.299428311649876,4.6304087638855,0.12662098357498,0.497582335497364
"P6","C",0.518985902461196,0.305719192570213,3.25365662574768,0.11910007914851,0.439979585674946
"P6","D",2.76423914373373,0.365530869188411,5.84882044792175,0.121213904736115,0.637264704862709
"P6","G",0.975971514434429,0.375024456972491,5.27161240577698,0.107093068449434,0.497916022387078
"P6","H",1.57287780873667,0.249789643709273,4.05017900466919,0.125864713609426,0.527430616396545
"P7","A",1.85481213137527,0.343642981587177,3.46854734420776,0.12019652298413,0.503274442686784
"P7","B",0.656997815500279,0.287369215334336,3.56691813468933,0.130285838270167,0.454429542558615
"P7","C",1.05278908587037,0.279684273226145,2.24303388595581,0.150445965345259,0.44362608574538
"P7","D",0.713884336714938,0.28300934336919,8.65092039108276,0.124849609098212,0.48794306280037
"P7","E",3.73311664713092,0.299176252999554,5.53833675384521,0.119717378251563,0.52063624030547
"P7","F",1.05239244223372,0.303899889403151,3.08424019813538,0.12417442133732,0.478056785237609
"P7","G",0.916179800017093,0.328221361111007,3.95126080513,0.12366484335781,0.499402237754094
"P7","H",1.30550849439007,0.366840349435602,2.52702450752258,0.109746836131706,0.525573013191849
"P8","A",0.529079739165808,0.263052079944236,3.10391163825989,0.127432942458662,0.520484785621267
