"id","condition","MaxVelocity","AvgAccel","PathLengthDifference","RangeY","TimeElapsed","NormRange"
"P10","A",9.56179154663768,25.0042530031105,0.182147268599214,0.058734937536227,4.11433720588684,0.497739711073548
"P10","B",2.13748744044896,6.45197489888535,0.0902152983446676,0.0401995696287112,5.72486567497253,0.455001384404679
"P10","C",2.11436951694384,7.58753987634084,0.0109175766764127,0.0586607467084072,3.46165680885315,0.419589348416821
"P10","D",3.74631355472365,9.65246613408704,0.353514805192027,0.176214019712529,6.3855299949646,0.544292102665312
"P10","E",9.56702105299036,15.8579918063497,1.86589967420655,0.623405998861981,12.0568971633911,1.0718199249921
"P10","F",3.78280148365903,13.9747014205203,0.452068564638454,0.155602701907273,7.27177619934082,0.603723881277709
"P10","G",2.66310602714712,7.19741631128003,0.167307802946961,0.0954842035716203,7.12888097763062,0.469292946045337
"P10","H",4.77676918875268,12.6020882077465,0.24745368619649,0.0394847758138668,4.29266548156738,0.434448039353505
"P11","A",3.05994788435934,14.0299227617182,0.10174510286386,0.102679332940336,2.70713472366333,0.504222876320208
"P11","B",2.12264118711917,7.9603088336325,0.0539905301680527,0.0440576910307144,3.68517422676086,0.473750201908979
"P11","C",2.65350602386191,10.3997645736442,0.0206150110935574,0.0526045823961482,3.25164771080017,0.423205086586493
"P11","D",5.89350251521196,16.7464445237495,0.482593140043272,0.204887625428397,6.67641544342041,0.550018663061256
"P11","E",1.42192573262805,2.53456745962191,0.144315801909695,0.0541212212385145,2.82312989234924,0.505309122523349
"P11","F",2.67651289328511,5.05923338187412,0.122480538481472,0.0438810015538985,5.51510524749756,0.132743883113613
"P11","G",2.92253322069863,10.4851553327022,0.118756745609438,0.027298197640638,4.26195979118347,0.47798889384212
"P11","H",9.65553395272956,25.5110973260773,0.192587726513515,0.114033017393516,2.58986449241638,0.485141970190998
"P12","A",9.81050723036183,30.4179200152691,1.04754959915955,0.211743535801782,4.97573232650757,0.680469415027705
"P12","B",4.90076703494252,13.4340145237077,0.584043411112135,0.218909336076278,6.92685770988464,0.519047537813516
"P12","C",7.28940032920719,19.7908671007618,0.600964517129017,0.304476955252405,2.5637047290802,0.314204542314816
"P12","D",9.76023230301693,18.5193545518353,2.32635182383316,0.954607635639001,10.0530364513397,1.16160507079864
"P12","E",9.85907393381085,61.2324375177395,1.70408225642205,0.597434746961203,11.7067551612854,0.838787036292944
"P12","F",5.81602290949654,6.33068805699583,1.29040180676375,0.492415181703815,9.71240568161011,0.703191946507608
"P12","G",3.69315323035981,15.8260739502869,0.963052916470623,0.37951488729856,8.24378538131714,0.658867621697824
"P12","H",6.46649498597263,20.5979929307201,1.08240538520423,0.489182433944702,3.84528136253357,0.676179813074461
"P13","A",9.52789781213154,48.9062129418975,0.06089311172067,0.0780592948957164,2.45531105995178,0.490729840758237
"P13","B",5.84350856814287,10.8337347742459,0.148578625955132,0.0595069801163759,5.20700597763062,0.455894561524332
"P13","C",9.54745458730053,42.6161688836085,0.0102336950973559,0.0509381635708463,2.42051935195923,0.445120059531645
"P13","D",9.67391041413688,63.3759909307176,0.286927737649224,0.1690112775775,4.9571897983551,0.485229069698931
"P13","E",9.58323802384775,32.5272117586694,0.110262866162804,0.0399635226584733,2.5642306804657,0.450807480600348
"P13","F",9.57077133152672,22.8791686834314,0.155182885364876,0.0543178250324044,5.32924675941467,0.48775059138218
"P13","G",7.38728751322147,23.3904922825622,0.0433396465207718,0.047364669010415,3.12167525291443,0.445314615484278
"P13","H",7.41712514186549,22.7317108817002,0.0137640352306905,0.0577489432154733,2.63719630241394,0.468765508200483
"P14","A",10.2994311112948,27.5217126987812,0.511888078487907,0.117639652167034,4.75199413299561,0.599071778297726
"P14","B",1.06565437254875,1.87584549152994,0.062226380291335,0.0372770241730289,2.94167447090149,0.311877136488256
"P14","C",2.15907433621455,6.02930951930804,0.0369127257111861,0.0618289391105817,3.16923999786377,0.412675370240801
"P14","D",2.12952777664905,10.9096939389122,0.438823652857221,0.19404894767762,3.99730920791626,0.473502907345518
"P14","E",9.63313549880213,34.6662406443439,1.07626324960417,0.235044035407358,5.8752281665802,0.533177968737785
"P14","F",1.25524193496797,4.56655149248831,0.197484740531415,0.0728695385478971,2.72667360305786,0.390086287034741
"P14","G",1.51040386755699,4.06786234861409,0.456255961952131,0.13925952196832,5.22618269920349,0.454364348994165
"P14","H",9.58871300993647,38.0615562581361,0.448999019149555,0.0981413729962006,2.65134596824646,0.488762406968675
"P15","A",9.89418655046047,74.7187184185717,0.0103455505497895,0.0296894502922991,1.05749440193176,0.383880654143257
"P15","B",9.58121728810903,42.4374414535933,0.0361247960664242,0.0477278123198397,2.82086563110352,0.458470319140601
"P15","C",2.97058951679605,9.34288696898374,0.0247363501344786,0.0497599488566257,3.45341157913208,0.453153188021297
"P15","D",10.1323026815607,132.309950867445,0.228304046198345,0.0544993361825835,5.11633253097534,0.495279000634081
"P15","E",9.93628404202118,97.4229696030181,0.418381227216985,0.192877991151446,7.05547118186951,0.537366123813872
"P15","F",3.69642534099082,16.1237489672701,0.0555666953172301,0.0270368080078985,3.75100636482239,0.372098400198841
"P15","G",9.56607568350471,30.3641401104723,0.0195830215563622,0.0244020783222984,4.1276433467865,0.449835717132077
"P16","A",2.42844410887617,13.0604971443697,0.170320339128332,0.0171737910643577,1.52913331985474,0.506401342710824
"P16","B",3.71454468889427,10.6238557903502,0.197098620700178,0.0549217671049704,5.34130549430847,0.398775641200284
"P16","C",9.55804707007849,35.0601898335345,0.147640320964243,0.0895372145768862,1.62590622901917,0.488795868623872
"P16","D",2.19248939314503,4.06961693063687,0.152295452286396,0.105782253691132,6.70830988883972,0.500659906963184
"P16","E",3.89477838636287,11.0003847228397,2.05290278128788,0.57190101538018,4.29016423225403,0.952236859495269
"P16","F",3.75099439573429,10.3439982433724,0.079894969532741,0.0182675100651356,3.69726824760437,0.455472631619525
"P16","G",0.556543142302967,1.60092818591353,0.124172690491197,0.0269578130799738,3.45595455169678,0.461409270659312
"P16","H",2.79775394337289,15.6276760031291,0.022709230167924,0.052612701828565,1.19174385070801,0.392927867606358
"P17","A",1.15738297803419,2.77975161026501,0.131838001428231,0.0584880192067367,4.31671738624573,0.539784172764596
"P17","B",1.00573556481058,1.26169785888433,0.177780777590328,0.105536168840184,4.59677648544312,0.354781515540305
"P17","C",1.15617447666005,6.14287786590889,0.058932358423764,0.0555702222673019,4.65563654899597,0.517847751198267
"P17","D",0.345773896839159,1.2605957326207,0.0423079166011318,0.0406754438630931,4.12500691413879,0.479828533170756
"P17","E",1.34041175334696,3.9732612468196,0.919577784475167,0.416171871565147,3.8850154876709,0.854882308695951
"P17","F",3.77845382174547,3.48516771913249,1.23472672380586,0.0188458966953609,10.9981710910797,0.818207624319137
"P17","G",0.415708564493464,1.42384678487956,0.228239012543684,0.0687134287238752,4.58496570587158,0.559100446920848
