"id","condition","AvgAccel","PathLengthDifference","TimeElapsed"
"P10","A",25.0042530031105,0.182147268599214,4.11433720588684
"P10","B",6.45197489888535,0.0902152983446676,5.72486567497253
"P10","C",7.58753987634084,0.0109175766764127,3.46165680885315
"P10","D",9.65246613408704,0.353514805192027,6.3855299949646
"P10","E",15.8579918063497,1.86589967420655,12.0568971633911
"P10","F",13.9747014205203,0.452068564638454,7.27177619934082
"P10","G",7.19741631128003,0.167307802946961,7.12888097763062
"P10","H",12.6020882077465,0.24745368619649,4.29266548156738
"P11","A",14.0299227617182,0.10174510286386,2.70713472366333
"P11","B",7.9603088336325,0.0539905301680527,3.68517422676086
"P11","C",10.3997645736442,0.0206150110935574,3.25164771080017
"P11","D",16.7464445237495,0.482593140043272,6.67641544342041
"P11","E",2.53456745962191,0.144315801909695,2.82312989234924
"P11","F",5.05923338187412,0.122480538481472,5.51510524749756
"P11","G",10.4851553327022,0.118756745609438,4.26195979118347
"P11","H",25.5110973260773,0.192587726513515,2.58986449241638
"P12","A",30.4179200152691,1.04754959915955,4.97573232650757
"P12","B",13.4340145237077,0.584043411112135,6.92685770988464
"P12","C",19.7908671007618,0.600964517129017,2.5637047290802
"P12","D",18.5193545518353,2.32635182383316,10.0530364513397
"P12","E",61.2324375177395,1.70408225642205,11.7067551612854
"P12","F",6.33068805699583,1.29040180676375,9.71240568161011
"P12","G",15.8260739502869,0.963052916470623,8.24378538131714
"P12","H",20.5979929307201,1.08240538520423,3.84528136253357
"P13","A",48.9062129418975,0.06089311172067,2.45531105995178
"P13","B",10.8337347742459,0.148578625955132,5.20700597763062
"P13","C",42.6161688836085,0.0102336950973559,2.42051935195923
"P13","D",63.3759909307176,0.286927737649224,4.9571897983551
"P13","E",32.5272117586694,0.110262866162804,2.5642306804657
"P13","F",22.8791686834314,0.155182885364876,5.32924675941467
"P13","G",23.3904922825622,0.0433396465207718,3.12167525291443
"P13","H",22.7317108817002,0.0137640352306905,2.63719630241394
"P14","A",27.5217126987812,0.511888078487907,4.75199413299561
"P14","B",1.87584549152994,0.062226380291335,2.94167447090149
"P14","C",6.02930951930804,0.0369127257111861,3.16923999786377
"P14","D",10.9096939389122,0.438823652857221,3.99730920791626
"P14","E",34.6662406443439,1.07626324960417,5.8752281665802
"P14","F",4.56655149248831,0.197484740531415,2.72667360305786
"P14","G",4.06786234861409,0.456255961952131,5.22618269920349
"P14","H",38.0615562581361,0.448999019149555,2.65134596824646
"P15","A",74.7187184185717,0.0103455505497895,1.05749440193176
"P15","B",42.4374414535933,0.0361247960664242,2.82086563110352
"P15","C",9.34288696898374,0.0247363501344786,3.45341157913208
"P15","D",132.309950867445,0.228304046198345,5.11633253097534
"P15","E",97.4229696030181,0.418381227216985,7.05547118186951
"P15","F",16.1237489672701,0.0555666953172301,3.75100636482239
"P15","G",30.3641401104723,0.0195830215563622,4.1276433467865
"P16","A",13.0604971443697,0.170320339128332,1.52913331985474
"P16","B",10.6238557903502,0.197098620700178,5.34130549430847
"P16","C",35.0601898335345,0.147640320964243,1.62590622901917
"P16","D",4.06961693063687,0.152295452286396,6.70830988883972
"P16","E",11.0003847228397,2.05290278128788,4.29016423225403
"P16","F",10.3439982433724,0.079894969532741,3.69726824760437
"P16","G",1.60092818591353,0.124172690491197,3.45595455169678
"P16","H",15.6276760031291,0.022709230167924,1.19174385070801
"P17","A",2.77975161026501,0.131838001428231,4.31671738624573
"P17","B",1.26169785888433,0.177780777590328,4.59677648544312
"P17","C",6.14287786590889,0.058932358423764,4.65563654899597
"P17","D",1.2605957326207,0.0423079166011318,4.12500691413879
"P17","E",3.9732612468196,0.919577784475167,3.8850154876709
"P17","F",3.48516771913249,1.23472672380586,10.9981710910797
"P17","G",1.42384678487956,0.228239012543684,4.58496570587158
"P17","H",2.55502107639595,0.196980653442539,2.49128270149231
"P18","A",2.93044587873038,0.176532663327352,3.16126728057861
"P18","B",4.23662273897147,0.018998344219598,4.36617422103882
"P18","C",1.83622125751981,0.037872991078597,2.67281651496887
"P18","D",15.0252525652239,1.26822635165731,9.16508388519287
"P18","E",17.8164341820731,1.1878730981261,9.02042436599731
"P18","F",2.83595642560486,0.123789308251194,5.57891893386841
"P18","G",2.04918641071186,0.0521512855258506,4.86374711990356
"P18","H",12.9097740294749,0.0781503679362337,4.08213663101196
"P19","A",1.59785321644509,0.0282756118965047,1.1957859992981
"P19","B",1.0585508980625,0.0638237700757996,8.85267543792725
"P19","C",13.4890130986043,0.0283456542328609,3.72215700149536
"P19","D",59.1761724353822,1.04116530411881,10.7771389484406
"P19","E",2.78462968241933,2.75334961948011,8.96257543563843
"P19","F",11.3271801071362,0.261309581953267,10.4374349117279
"P19","G",2.97673361866816,0.106449578468468,12.9992027282715
"P19","H",83.7656583577663,0.0870563871367596,2.91411066055298
"P20","A",25.4128455057835,0.0632381983291426,1.02811789512634
"P20","B",14.6247506379124,0.16685836198229,6.77516531944275
"P20","C",24.1682235920923,0.203878746482948,3.84725046157837
"P20","D",21.1619748561943,0.607905581344059,5.24002027511597
"P20","E",19.052238245038,1.00585247832401,7.16435599327087
"P20","F",9.64386687447422,0.314751937524564,5.76560211181641
"P20","G",10.9523941904974,0.0324529746224239,5.24455332756042
"P20","H",30.3298145497906,0.0638092194652395,2.3679621219635
"P21","D",5.98429556168185,0.369858561363429,10.8935496807098
"P21","E",3.66825017107488,0.307308818251821,5.87276697158813
"P21","F",1.04597742052365,0.0922931062954367,6.46782493591309
"P21","H",2.15399141427849,0.062342993808911,4.44157981872559
"P22","A",21.9469760541424,0.226324805542462,3.22260713577271
"P22","B",4.66739300772325,0.00772582358835544,2.40098261833191
"P22","C",7.7497412364576,0.0406770966857374,2.16619205474854
"P22","D",47.4968304152827,0.678171228732089,4.35939717292786
"P22","E",8.43647328070469,0.312398649850751,3.39524221420288
"P22","F",11.1831223416626,0.0202174802272109,2.86213374137878
"P22","G",12.4612445157031,0.223152944907866,5.53815960884094
"P22","H",10.0907750116434,0.288275373973878,3.38385891914368
"P23","A",3.83747672174589,0.112120714670699,4.56520318984985
"P23","B",4.19354693213201,0.068338719166964,5.41348505020142
"P23","C",5.71600776956027,0.0687910922484673,4.86884498596191
"P23","D",7.5143034866697,0.365675073987233,11.1020605564117
"P23","E",5.04357994317076,1.11629804674094,9.93553709983826
"P23","F",2.6847122683457,0.142990715209729,7.87513709068298
"P23","G",3.98459921653189,0.26437265970316,8.38560748100281
"P23","H",8.83071451520968,0.0490368461036813,3.08002281188965
"P24","A",70.5596246869131,0.392271103321904,6.36425995826721
"P24","B",26.3087612367502,0.0613318251024601,3.89469289779663
"P24","D",95.7101411745463,0.87041955123778,5.10666012763977
"P24","E",68.1753824634522,3.4417158137021,9.47305583953857
"P24","F",16.1968181552932,0.180722472925791,6.2713680267334
"P24","G",19.0498678802787,0.0487384248766908,4.1970374584198
"P24","H",39.9712277831334,0.966541819195141,7.30900859832764
"P25","A",13.9086796893643,0.0948151226132967,2.03174805641174
"P25","B",21.8384306793957,0.233777310142943,5.32808327674866
"P25","C",5.93014231193115,0.026582264913987,2.4760148525238
"P25","D",19.564384430492,0.0557273791561806,2.87926340103149
"P25","E",39.5587430336587,0.374831251547536,4.322594165802
"P25","F",13.0071444851292,0.0409057176641881,4.22717428207397
"P25","G",6.35263859683213,0.128799795028635,5.7599925994873
"P25","H",20.8433982146624,0.0884319683027678,3.4652693271637
"P26","A",12.7500536761732,0.320903804792284,5.87306952476501
"P26","B",3.53418039530085,0.140185759771262,8.86860942840576
"P26","C",12.7585957687562,0.089102640094632,3.59678649902344
"P26","D",22.1885800519125,2.36716094947311,29.2013108730316
"P26","E",18.403389830563,0.72607348412933,13.3111751079559
"P26","F",0.395274117441183,0.700518829741218,13.6727414131165
"P26","G",4.39625702571399,0.192309253273176,6.88572955131531
"P26","H",41.1102005804753,0.456707887158864,2.95771932601929
"P27","A",17.8094528796549,0.349312902043733,6.46208500862122
"P27","B",2.97390306298839,0.107400713864021,6.28866410255432
"P27","C",14.3582446973187,0.0448237938122817,4.35474634170532
"P27","D",15.6170881851706,0.950453850745889,11.7003197669983
"P27","E",41.2090691300694,2.34770343085066,9.44798374176025
"P27","F",14.0835018055143,0.732987597855187,10.3967938423157
"P27","G",5.11347519115854,0.179611703901735,8.58279824256897
"P27","H",74.4638641892212,1.17897914933121,5.77168893814087
"P28","A",34.0795773901257,0.0855243699840272,3.36145782470703
"P28","B",7.21587720334238,0.201990840511142,4.64521908760071
"P28","C",9.60224503898125,0.0101066644908067,3.30766940116882
"P28","D",25.0431840292222,0.583839875500411,4.52082872390747
"P28","E",9.90237018001892,2.33474123541965,9.85905051231384
"P28","F",18.1522146153246,0.56567853009579,6.66069793701172
"P28","G",4.32868597121262,0.106766614211789,5.47545289993286
"P28","H",17.5790416010535,0.109318265332662,2.97278881072998
"P29","A",9.72640691798141,0.251800003180123,6.07914566993713
"P29","B",5.3355924926624,0.130632022875991,8.84319424629211
"P29","C",7.4262410105491,0.116431676836654,6.42568349838257
"P29","D",9.6878682147733,0.532837691975915,12.7464213371277
"P29","E",3.24697322942022,0.722286702461926,13.7340707778931
"P29","F",5.63155503439368,0.550562592823636,15.7179610729218
"P29","G",2.16570276589465,0.20378674222157,11.4420709609985
"P29","H",9.86459277157297,0.138794975361394,4.16917538642883
"P30","A",16.5152325140913,0.249900105668764,4.31601452827454
"P30","B",10.2951097484551,0.167265604486354,5.66017127037048
"P30","C",10.4465540134382,0.040816104042055,3.79166173934937
"P30","D",16.7373397298026,0.215173689412905,10.4644598960876
"P30","E",34.833460618624,0.893907920412608,8.42169952392578
"P30","F",12.7531610242128,0.156518062747429,4.74718117713928
"P30","G",6.53170784819823,0.152036935600345,6.74969744682312
"P30","H",9.29315654488675,0.139518371404324,3.40033006668091
"P31","A",1.52784726123028,0.674663050069958,5.04512071609497
"P31","B",1.12713211816963,0.682636793542356,14.8681945800781
"P31","C",0.827288389983724,0.123470295615808,3.96105122566223
"P31","D",2.112732805206,0.719357907382508,19.4751992225647
"P31","E",5.02672933590768,3.78892275582633,17.2864484786987
"P31","F",1.21137727766626,0.304953321771737,26.5081214904785
"P31","G",0.946626879641388,1.6684390275909,15.0133514404297
"P31","H",3.07252245361681,2.12052091890188,12.0092782974243
"P3","C",4.86345415481765,0.0240868294628251,3.33208417892456
"P3","D",33.8014294030134,2.28216506144942,5.22201609611511
"P3","E",27.5805994536978,4.68271896856645,7.70599555969238
"P3","F",13.7190622867587,0.679249143260774,5.03436923027039
"P3","G",5.87099397140425,0.887846541715142,8.87066721916199
"P4","A",17.3843251920628,0.1411568725532,1.55143642425537
"P4","B",4.71294679609146,0.261511426650651,10.8976874351501
"P4","C",3.69480914806108,0.020291019523053,3.84936475753784
