"id","condition","AvgVelcoity","MaxAccel","RangeY"
"P23","F",0.148513673059485,59.8662966114524,0.0138998236587476
"P23","G",0.25838474451041,61.38236277215,0.141162669129752
"P23","H",0.597562302214594,63.1269087661416,2.84660483614205e-05
"P24","A",1.90667521632285,859.551716264826,0.0745279376458242
"P24","B",2.31977068317347,477.603381082484,0.0349598928405754
"P24","D",3.31630692391443,666.749625849388,0.446177431045137
"P24","E",2.96330087307633,498.781090606757,0.599910535623837
"P24","F",1.81100601278403,106.230290969699,0.0222851206156457
"P24","G",1.54635275455426,118.0068639917,0.0288230792484369
"P24","H",1.95225741723654,591.187585196622,0.163677101121052
"P25","A",0.901757140414665,65.9437409553751,0.0333129974906458
"P25","B",1.04144235424971,378.773376133739,0.0413669329282537
"P25","C",0.403570685356516,64.7712140492885,0.0462840362053843
"P25","D",1.74800623291428,66.1689103054215,0.0986235653497688
"P25","E",2.96314820076747,518.640252104244,0.166799899843155
"P25","F",0.863849015234652,66.8017517734172,0.039185114024032
"P25","G",0.459841581787094,66.5733158429442,0.0233704536051981
"P25","H",1.50126573927134,116.020443550628,0.0413212050339576
"P26","A",1.14737756650471,65.6387021384859,0.0180040562885506
"P26","B",0.227673413943385,66.7459538296465,0.00929266153880057
"P26","C",0.886190042156545,120.166715582776,0.0353875683972753
"P26","D",1.88690438051669,507.240821372603,0.459425092078547
"P26","E",1.53912441648228,545.747104334616,0.361601935301939
"P26","F",0.170132012228006,3.51410397637344,6.02199154216777e-05
"P26","G",0.368019465582483,61.5917953802854,0.0104718736949328
"P26","H",1.90910895457409,552.508069724195,0.0981999027911084
"P27","A",1.32327648961879,535.554832930743,0.0250273000871104
"P27","B",0.145614032027573,65.3299226710856,0.00917623235784977
"P27","C",1.46437445613939,125.836559358308,0.00902562941765838
"P27","D",1.30144022353312,93.8001485017419,0.0663977498461232
"P27","E",3.18034677780689,519.704275970395,0.638699636911836
"P27","F",1.53082997530757,464.077504425735,0.0492533895479314
"P27","G",0.268291791314877,63.3453652782198,0.00913641591730947
"P27","H",3.34215458611752,471.745726384587,0.454474618255795
"P28","A",2.64485774358066,511.672049049533,0.0232023124893355
"P28","B",0.528248420475287,64.1256332523388,0.0178592358717158
"P28","C",0.541724089744921,64.8156485272265,0.0122446389834981
"P28","D",2.26998676162913,472.216048610516,0.22880255835664
"P28","E",0.818199473248771,65.276647547053,0.500805857000446
"P28","F",1.78862487962211,106.857872053504,0.0206634241923324
"P28","G",0.257017786876363,60.1312978471783,0.0240685813876433
"P28","H",1.77233413002208,107.504679932596,0.0222894304478483
"P29","A",0.839507804843504,63.0826053646489,0.169248540262892
"P29","B",0.299212787500568,63.5232922305718,0.134391259430079
"P29","C",0.439362357631525,61.1337782328728,0.0262619312903041
"P29","D",0.654087939024551,64.3499029240764,0.256475251806124
"P29","E",0.313350009932774,61.0524149221038,0.0374548525085491
"P29","F",0.524567233647587,60.7253350941629,0.0157947277082212
"P29","G",0.157331445932285,60.6431870638265,0.024827635013296
"P29","H",0.63813308257466,65.3670556851211,0.0309148203196402
"P30","A",1.11452696544278,103.775469827602,0.0204065708964079
"P30","B",0.819386653284113,114.71773412111,0.0131932683741686
"P30","C",0.788782686851804,62.4101272469818,4.05683927961135e-05
"P30","D",1.288846800456,123.434114709506,0.092678407716604
"P30","E",2.6153394068626,490.269957402405,0.209564942184378
"P30","F",0.793091360782574,119.551639967204,0.0128047049973597
"P30","G",0.335308495742821,61.3656849659778,0.0251453031406034
"P30","H",0.69966856582015,64.4448336453069,0.1401903671761
"P31","A",0.429126419030373,24.5778234465739,0.0239565124726792
"P31","B",0.135117487685128,60.4623846094607,0.0248966011774637
"P31","C",0.234743747940967,6.2734836685709,0.00720270378698458
"P31","D",0.205655875843854,64.8884086840392,0.217534577892254
"P31","E",0.64744059057349,61.7161557944822,0.898013568479422
"P31","F",0.0896172511859258,62.3731874428079,5.21839361999315e-05
"P31","G",0.233042147084799,10.9428162233028,0.654707462827795
"P31","H",0.462229610153931,63.1865037466265,0.608023950477653
"P3","C",0.288302019644279,63.7238724637804,0.00214674674892582
"P3","D",2.51602614232311,508.831523396299,0.666232764151951
"P3","E",2.40113849615535,477.170386954622,0.676442435176662
"P3","F",0.873457050943255,110.279824191308,0.182264894624036
"P3","G",0.467674397053916,265.415424390419,0.297792518540601
"P4","A",1.32004079497361,60.5399736123194,0.0305531175176109
"P4","B",0.297860089608984,65.0739146772912,0.0383619321813739
"P4","C",0.289867237957936,64.8401157223342,0.0551576013166718
"P4","D",0.356016092248921,62.9029892411887,0.0116306824209027
"P4","E",0.389737919219182,66.3554075974095,0.305320127370602
"P4","F",0.707306843310858,129.945863208879,0.0735159492681889
"P4","G",1.21699696974267,481.774326959035,0.150438763433918
"P4","H",1.52318788703983,459.754862063667,0.0496480335988275
"P5","A",0.404591111336205,57.8339057873008,0.0502138705297449
"P5","B",0.20883050265463,61.7799252104023,0.0726263453456402
"P5","C",0.195393179353763,63.4344163312688,0.0647040942214819
"P5","D",1.57405885529705,493.796284818346,0.0564887745917527
"P5","E",0.399441365424387,60.2073327364046,0.375938464839678
"P5","F",0.342087570034107,61.9389196624413,0.357611565829908
"P5","G",0.194796296269504,62.9478629668485,0.0879215021527422
"P5","H",1.00034409605659,130.327783517622,0.0706662983843242
"P6","C",0.518985902461196,124.338406404618,0.0287052791777932
"P6","D",2.76423914373373,781.776095616063,0.368156841680069
"P6","G",0.975971514434429,68.8419795899529,0.0150154213739819
"P6","H",1.57287780873667,119.859234922225,0.157139246215281
"P7","A",1.85481213137527,469.922540083474,0.0483093557484454
"P7","B",0.656997815500279,64.5281408562362,0.037069367918726
"P7","C",1.05278908587037,59.5174684396057,0.0737045137404984
"P7","D",0.713884336714938,125.736986387401,0.102642939296755
"P7","E",3.73311664713092,501.63107101386,0.214363648215487
"P7","F",1.05239244223372,95.6273706540324,0.0582849586908834
"P7","G",0.916179800017093,60.2938616128117,0.0371376973908329
"P7","H",1.30550849439007,112.610166757255,0.033358300488151
"P8","A",0.529079739165808,62.802373572122,0.0595132396133316
"P8","B",0.287846227877198,63.9617736485339,0.137102480096126
"P8","C",0.611837131333731,64.8389332894571,0.0466115498281167
"P8","D",0.987039770754505,99.4337365653363,0.320414145742915
"P8","E",2.10354954551575,542.849979018366,0.411604383570615
"P8","F",0.921400824109618,104.024895949156,0.252551141207174
"P8","G",0.697628207353642,434.320836390883,0.245596501264132
"P8","H",1.33723715621561,124.064899343019,0.193680284690283
"P9","A",2.93921035002184,114.761548976323,0.0722036537182264
"P9","B",0.550801226612276,63.5677960945904,0.0367389922845693
"P9","C",0.586666511642305,59.9213654070801,0.0332842489915857
"P9","D",1.52040572360007,498.92064090975,0.0623194876617147
"P9","E",2.21412395906624,61.5748600309556,0.0299332042612869
"P9","F",1.80597476082312,421.409061057139,0.023366146035627
"P9","G",0.480762198820206,63.5811347850649,0.0350873879679414
"P9","H",2.54055943804867,484.00783531835,0.0478744649595008
